Height,Age,Gender,Style,Detected_SkinTone,Detected_FaceShape,Detected_BodyShape,Derived_AgeGroup,Derived_ArmPref,Timestamp
175,22,Male,Casual,Dark,Round,Inverted Triangle,Adult,Any,2026-01-07 22:48:37
