Height,Age,Gender,Style Preference,Body Shape,Face Shape,Skin Tone,Age Group,Arm Preference,Subject File,Cloth File,Result File
170 cm,40,Female,Casual,Unknown,Unknown,Unknown,Adult,Any,original.jpg,cloth.jpg,result.jpg
