Height,Age,Gender,Style Preference,Body Shape,Face Shape,Skin Tone,Age Group,Arm Preference,Subject File,Cloth File,Result File
175 cm,22,Male,Casual,Inverted Triangle,Unknown,Unknown,Adult,Any,original.jpg,cloth.jpg,result.jpg
