Height,Age,Gender,Style Preference,Body Shape,Face Shape,Skin Tone,Age Group,Arm Preference,Subject File,Cloth File,Result File
175 cm,22,Male,Casual,Unknown,Unknown,Unknown,Adult,Any,original.jpg,cloth.jpg,result.jpg
